  N  P   K  Soil_pH  Soil_Moisture  Organic_Carbon  Temperature  Humidity  Rainfall  Sunlight_Hours  Wind_Speed Crop_Type  Crop_Yield_ton_per_hectare
 52 42 146     5.11          26.99            1.01        37.62     59.59    504.23            9.00       12.38    Cotton                        6.14
 88 45  23     5.39          18.03            0.65        16.95     73.45   1258.91            5.81        2.68    Cotton                        5.37
119 22  77     6.62          32.95            1.54        29.55     57.18    703.15            5.20       17.90     Maize                        6.74
144 19 132     5.98          44.24            1.34        14.73     41.98   2035.28            4.05        2.23      Rice                       11.34
104 68  23     4.86          18.01            0.53        33.85     39.56   1143.46           10.79        4.45    Potato                       23.68
152 31  71     7.51          37.63            0.69        12.15     47.40   1340.69            7.03       13.90 Sugarcane                       76.01
165 52 118     7.02          17.61            0.31        32.13     83.74   1173.76            5.39       17.32     Maize                        9.93
168 23 112     5.91          53.41            1.06        21.79     52.54   2401.85            4.86        5.33     Maize                       13.19
 47 88 136     5.13          58.59            0.98        23.97     84.40   1708.99            5.05        2.67     Maize                       11.67
 79 98  23     6.81          63.19            0.51        20.99     77.89   2071.33            6.35        3.40    Cotton                        9.80
171 92 104     5.99          49.56            0.74        22.06     66.41   2152.40           10.01       12.62     Wheat                        9.25
147 28  26     5.67          46.60            1.52        10.16     83.85   2068.15           10.79        9.67    Cotton                        9.82
166 40 144     7.25          49.70            1.14        10.78     41.37   2661.37            7.55       16.01 Sugarcane                       75.51
168 76 104     5.92          57.73            1.42        33.82     34.57   1930.81            6.23        2.71     Wheat                       10.87
137 39  82     5.26          55.35            1.39        16.40     75.02   1922.25            5.23        9.52    Potato                       26.26
 96 94 142     6.44          36.92            1.50        28.22     84.32   2323.56            6.01       11.41 Sugarcane                       76.71
107 50 108     7.62          47.55            0.35        29.60     52.99    340.92            8.33       15.66     Wheat                        6.45
